id,loss
547,2964.755126953125
556,7825.35302734375
565,1206.5537109375
566,1211.390380859375
571,1508.3970947265625
573,1436.8546142578125
574,886.6546630859375
581,1856.753173828125
585,1938.9288330078125
589,2158.15625
597,1719.65283203125
601,3314.053955078125
602,1543.309326171875
613,1669.867919921875
616,1405.419677734375
619,2127.614990234375
622,2259.843017578125
623,2072.642333984375
629,1570.187255859375
634,1490.1805419921875
638,985.0971069335938
642,1077.8563232421875
643,2141.185791015625
645,1068.2171630859375
648,6699.06884765625
652,1455.12060546875
664,1127.5802001953125
666,2159.00439453125
672,926.3217163085938
676,1864.045166015625
678,4046.076416015625
682,1667.3837890625
686,2907.769287109375
688,2240.21435546875
689,1318.8475341796875
690,1685.8997802734375
692,9897.986328125
695,1593.15673828125
697,3525.3671875
698,1880.826171875
706,2448.935302734375
708,1567.189208984375
712,2740.5517578125
715,4544.880859375
717,1269.4825439453125
725,3088.410400390625
729,1190.091796875
737,1384.7427978515625
739,5325.94873046875
747,3910.22021484375
753,2570.854248046875
758,2430.625
759,2078.4765625
763,1448.606689453125
773,4987.97265625
774,2120.37353515625
776,1451.603515625
788,3359.4853515625
790,2396.86669921875
794,1166.20654296875
801,2623.404296875
802,1590.4659423828125
805,1345.1776123046875
809,5055.6474609375
812,1536.5897216796875
825,2338.24267578125
828,2107.19287109375
830,1454.199462890625
833,1340.202880859375
850,5560.53857421875
852,5837.6572265625
862,1351.908935546875
863,1446.73046875
864,1410.169677734375
865,3220.851806640625
868,6364.77685546875
872,1611.55517578125
879,5520.5556640625
880,1455.22265625
883,1271.553955078125
886,1525.6318359375
923,1751.6453857421875
924,1420.2440185546875
932,1428.3177490234375
945,6001.044921875
947,7053.95947265625
948,1953.4056396484375
955,3335.090576171875
963,4345.2255859375
979,1262.961181640625
989,1442.779541015625
994,3096.881103515625
995,1674.68896484375
998,1549.91796875
1000,3679.78076171875
1018,1625.972412109375
1019,2063.57763671875
1028,1700.68359375
1034,1326.2303466796875
1038,1514.283447265625
1040,1441.3052978515625
1042,1340.9630126953125
1057,6844.32958984375
1058,2008.63427734375
1063,1129.2852783203125
1066,3918.582275390625
1071,4011.5048828125
1073,3993.3701171875
1074,2621.4375
1077,2862.77587890625
1080,8831.7734375
1088,957.6400146484375
1096,875.5420532226562
1097,10359.703125
1105,5429.07763671875
1115,1744.202392578125
1116,2509.415283203125
1122,2285.426025390625
1130,4595.81494140625
1133,1073.9071044921875
1137,2195.15478515625
1140,1894.5374755859375
1143,7830.6162109375
1149,5417.29052734375
1150,905.2562255859375
1153,818.4409790039062
1157,954.3054809570312
1180,685.7357177734375
1183,868.2080078125
1188,1571.54150390625
1193,1072.13720703125
1200,764.5026245117188
1209,3412.910400390625
1214,1995.2498779296875
1219,1932.4613037109375
1223,5898.2626953125
1227,902.029296875
1228,1373.0032958984375
1229,4079.8134765625
1233,1150.526123046875
1238,4905.02001953125
1239,1641.7674560546875
1241,3309.587890625
1243,1807.3175048828125
1244,1243.8380126953125
1245,3707.5986328125
1277,3878.451416015625
1279,3483.29541015625
1292,10432.40625
1293,1413.8829345703125
1299,10201.2412109375
1304,2930.94287109375
1313,3280.69287109375
1328,2224.06591796875
1330,1006.0953979492188
1334,1532.55859375
1335,1230.5872802734375
1336,4813.3974609375
1341,1011.191650390625
1344,1264.7919921875
1351,1062.404296875
1352,2444.473876953125
1354,1590.8436279296875
1368,4215.0888671875
1373,1364.3896484375
1375,801.6134033203125
1381,1621.2760009765625
1384,2858.2216796875
1385,3625.41650390625
1388,5404.2919921875
1401,4836.5146484375
1402,2462.340087890625
1404,1377.0401611328125
1406,1557.25341796875
1409,1022.59423828125
1422,1441.3719482421875
1429,3127.7197265625
1433,5417.0634765625
1438,939.3853759765625
1444,1253.1888427734375
1446,1216.2081298828125
1450,1096.1181640625
1451,784.115234375
1454,1760.1378173828125
1458,2312.880859375
1461,2675.599365234375
1464,5713.64697265625
1465,1131.873046875
1478,1909.63427734375
1479,1540.3399658203125
1480,2846.899169921875
1484,2068.578369140625
1486,1114.0640869140625
1488,946.5896606445312
1489,3123.915771484375
1491,1091.9515380859375
1507,2318.38427734375
1515,1772.007568359375
1519,2551.0107421875
1528,1870.8367919921875
1529,1079.690673828125
1530,2875.585693359375
1532,1072.3018798828125
1541,1563.2186279296875
1542,3320.19091796875
1547,1281.576904296875
1549,1069.43115234375
1553,2453.5087890625
1554,2560.227294921875
1555,1349.269775390625
1559,1551.56103515625
1565,1391.1856689453125
1568,1100.8255615234375
1576,3371.138671875
1579,925.8280029296875
1592,1091.4268798828125
1596,3042.4609375
1605,952.4011840820312
1607,1515.2823486328125
1612,1965.83154296875
1617,2767.201904296875
1619,2186.668701171875
1620,7793.76708984375
1624,1965.848388671875
1627,1459.8026123046875
1633,1890.841796875
1636,1248.3555908203125
1639,1218.8468017578125
1640,3996.91357421875
1644,1023.88037109375
1646,1552.301025390625
1647,2655.860107421875
1654,1288.8507080078125
1655,3055.126220703125
1664,5603.25830078125
1665,2060.345703125
1667,5186.70556640625
1669,1138.5875244140625
1678,1731.29833984375
1682,2050.617919921875
1689,1129.2626953125
1690,2598.80078125
1693,5276.69091796875
1695,917.4127807617188
1705,2065.404541015625
1706,2206.7138671875
1708,1925.2955322265625
1716,1987.8748779296875
1720,8936.3564453125
1722,1580.899658203125
1749,4272.36328125
1750,2018.65087890625
1751,5932.80517578125
1760,2445.15234375
1763,3785.584228515625
1770,1677.1207275390625
1777,2027.1884765625
1785,4803.7119140625
1791,1298.65087890625
1794,3691.305908203125
1800,1399.927734375
1816,1192.976318359375
1817,1285.3187255859375
1821,2990.388427734375
1836,1376.312744140625
1838,1658.177001953125
1851,2045.430419921875
1852,2837.60205078125
1854,2521.1318359375
1856,945.9962768554688
1865,772.4553833007812
1872,1113.895751953125
1878,822.873046875
1880,982.5310668945312
1881,1352.9781494140625
1882,1903.296142578125
1886,895.86572265625
1892,1578.0166015625
1894,2158.780029296875
1898,2312.839111328125
1899,3071.260498046875
1902,1168.285400390625
1903,4398.07275390625
1906,1348.7352294921875
1910,2415.3037109375
1911,1798.393310546875
1914,3323.3525390625
1929,3313.652587890625
1932,1455.9742431640625
1952,1078.398681640625
1959,1224.39990234375
1960,1273.9342041015625
1976,3647.5703125
1980,2925.3271484375
1981,1690.4744873046875
1987,2047.9736328125
1994,1456.88818359375
2000,1117.1202392578125
2008,2325.333740234375
2011,2179.744873046875
2012,5151.74853515625
2019,1817.226806640625
2022,3358.271240234375
2024,6998.150390625
2028,955.9888305664062
2030,3498.14599609375
2031,7131.15576171875
2047,1813.9412841796875
2049,727.4263916015625
2050,1545.368408203125
2051,4140.498046875
2056,1763.7403564453125
2057,1188.521484375
2059,2259.6630859375
2069,3595.625732421875
2085,2283.25732421875
2089,1017.2333984375
2090,1470.7188720703125
2101,2537.678466796875
2114,2521.26416015625
2115,1405.880126953125
2118,1206.0078125
2119,2248.115966796875
2125,1517.1600341796875
2128,3102.115966796875
2129,1518.36572265625
2132,1657.9493408203125
2133,2373.177490234375
2135,884.35302734375
2136,1811.48388671875
2143,1250.3697509765625
2144,1099.6629638671875
2145,2876.216552734375
2152,2274.998046875
2160,2942.9150390625
2166,1565.2474365234375
2169,1108.70361328125
2170,1927.7509765625
2172,1623.3050537109375
2181,1920.619140625
2183,1698.749755859375
2185,3329.605224609375
2188,2260.08642578125
2189,2279.430419921875
2194,4487.34130859375
2202,1391.2760009765625
2208,2699.257568359375
2227,1958.0489501953125
2230,5334.091796875
2235,2151.553466796875
2236,1606.1827392578125
2244,7350.93017578125
2248,1433.9832763671875
2252,1469.3758544921875
2254,1599.7918701171875
2260,4997.61474609375
2263,1802.591552734375
2274,1427.787353515625
2277,1085.613525390625
2279,5937.47509765625
2280,12642.1259765625
2283,2632.61376953125
2284,793.3558959960938
2288,3466.60302734375
2292,1843.1552734375
2295,5368.03271484375
2296,1239.4957275390625
2299,2529.064208984375
2315,4734.5263671875
2318,1319.3155517578125
2329,10859.5888671875
2337,1362.547119140625
2340,1118.4510498046875
2342,1598.9285888671875
2347,2790.9287109375
2349,4450.064453125
2354,1311.758544921875
2361,2389.046875
2370,1447.8477783203125
2378,2929.5791015625
2382,3933.8740234375
2387,1382.349365234375
2389,1829.1011962890625
2394,1456.94384765625
2396,1761.8516845703125
2400,2676.537109375
2407,2636.765869140625
2414,1133.7625732421875
2415,1874.087646484375
2421,2135.666259765625
2427,1588.806640625
2428,2396.18212890625
2430,2645.374755859375
2435,2163.47509765625
2445,5237.7998046875
2446,1617.9559326171875
2447,1412.1728515625
2449,1877.59130859375
2451,1759.4161376953125
2458,14602.7958984375
2462,9901.611328125
2463,2892.983642578125
2467,2408.718017578125
2471,5650.25390625
2475,2599.1005859375
2478,3184.108154296875
2483,4203.47998046875
2485,1163.2169189453125
2487,1125.884033203125
2494,756.4722900390625
2497,1664.0621337890625
2499,1340.3984375
2503,1806.7884521484375
2513,3172.04541015625
2515,1831.990478515625
2522,1466.65283203125
2523,1527.8895263671875
2528,2748.873046875
2532,4670.26806640625
2536,1147.84814453125
2538,1704.257080078125
2539,1006.4327392578125
2540,2772.253662109375
2545,5498.56640625
2548,1074.7979736328125
2549,985.5354614257812
2553,2142.43798828125
2563,1445.2156982421875
2566,2348.146728515625
2574,1410.3525390625
2575,2255.692626953125
2584,2485.49658203125
2588,2480.818359375
2589,1027.14404296875
2592,1811.141845703125
2596,1373.0909423828125
2598,1565.4945068359375
2602,930.1622924804688
2603,1524.3099365234375
2607,2199.696044921875
2609,1558.4136962890625
2611,5601.78369140625
2627,1589.628173828125
2628,1903.463134765625
2630,2928.752197265625
2633,2148.464599609375
2636,7140.908203125
2640,922.2713012695312
2641,1173.5538330078125
2657,4428.89990234375
2659,914.71240234375
2662,1187.10205078125
2663,1705.3837890625
2667,2295.620849609375
2670,902.87353515625
2682,2239.935546875
2694,3158.786865234375
2699,6052.03515625
2700,2930.63671875
2703,5454.79833984375
2708,1984.71240234375
2714,951.4384765625
2725,879.2413330078125
2726,1144.3521728515625
2727,1356.5421142578125
2732,2210.28076171875
2733,6017.0625
2736,5213.68408203125
2745,2235.6044921875
2760,1216.0770263671875
2764,1894.23583984375
2765,6309.31005859375
2766,701.5377197265625
2775,1806.2991943359375
2783,1775.8563232421875
2784,1220.6865234375
2786,2256.676025390625
2801,1222.3062744140625
2803,1509.31298828125
2813,5616.162109375
2815,6770.87744140625
2816,1765.6085205078125
2818,2799.029296875
2819,2812.217529296875
2822,1211.397216796875
2825,1761.1822509765625
2826,1687.0601806640625
2830,1806.0794677734375
2834,1287.071533203125
2835,4903.15869140625
2856,2232.2607421875
2873,5726.3408203125
2886,5064.53125
2892,2301.0029296875
2896,960.7657470703125
2897,1223.2216796875
2899,2245.326416015625
2901,1152.137451171875
2909,5029.70263671875
2914,2742.583251953125
2915,1116.7926025390625
2916,2276.93505859375
2919,917.6135864257812
2926,2467.109375
2927,1921.034912109375
2933,1515.51513671875
2934,3009.76953125
2941,1911.966796875
2942,1711.612060546875
2946,2509.733642578125
2949,1514.2625732421875
2952,1945.7900390625
2957,8194.2158203125
2962,1868.4715576171875
2963,1006.6842041015625
2965,1906.9234619140625
2966,6299.08349609375
2971,2357.923828125
2975,773.5995483398438
2979,1043.9501953125
2985,9127.4130859375
2995,2228.609619140625
2996,1290.690185546875
3001,3794.776123046875
3007,2399.9921875
3008,975.6620483398438
3014,3512.07861328125
3017,12104.087890625
3021,1251.503662109375
3025,2311.780517578125
3026,944.9354858398438
3034,2302.268310546875
3035,2443.23291015625
3044,2990.816162109375
3046,2738.38330078125
3047,5618.37451171875
3057,3438.372802734375
3059,5536.4892578125
3063,4269.552734375
3065,1374.4056396484375
3067,2673.1826171875
3069,1493.199951171875
3076,3213.491455078125
3086,1203.3028564453125
3088,2048.3212890625
3090,1672.938720703125
3096,2687.424072265625
3100,1143.6614990234375
3102,2019.2198486328125
3103,2032.4432373046875
3107,1121.436279296875
3118,1342.093994140625
3120,4586.4365234375
3123,1973.93212890625
3128,1187.5374755859375
3132,1610.2216796875
3140,1372.128173828125
3152,2614.37060546875
3165,2831.984130859375
3183,1613.412841796875
3190,1067.1866455078125
3197,1830.7503662109375
3201,1310.6937255859375
3203,1798.69775390625
3214,2552.88720703125
3219,2070.9638671875
3220,1379.6414794921875
3221,3754.523681640625
3229,1615.4512939453125
3234,1105.9864501953125
3235,3608.30810546875
3240,1839.481689453125
3241,1449.7462158203125
3249,1842.60595703125
3254,1018.81201171875
3264,3287.210205078125
3266,1908.249755859375
3270,991.876953125
3282,1652.42919921875
3285,1534.4122314453125
3289,1233.392333984375
3291,1619.4464111328125
3295,1984.6044921875
3299,945.3514404296875
3302,1445.5767822265625
3303,6470.83642578125
3308,3399.267333984375
3309,3375.890625
3324,2267.075439453125
3327,5092.365234375
3330,4193.35400390625
3335,1177.0845947265625
3339,2083.964599609375
3340,2428.09375
3343,1466.5633544921875
3350,2881.967529296875
3353,1603.5211181640625
3356,8407.7412109375
3361,2871.224609375
3368,975.2810668945312
3376,1517.730224609375
3381,1130.1644287109375
3383,2545.423828125
3397,2628.856689453125
3403,2164.053955078125
3405,1675.473388671875
3410,1527.07373046875
3412,2405.543212890625
3416,2835.52978515625
3417,1527.104248046875
3423,2797.904296875
3427,6118.78662109375
3435,3079.181884765625
3439,1205.8157958984375
3441,2152.523193359375
3450,1382.375732421875
3453,1172.7142333984375
3454,1309.492431640625
3458,8349.5869140625
3459,1646.2742919921875
3467,3443.18994140625
3469,4835.9521484375
3477,884.184326171875
3478,8230.052734375
3482,1019.479736328125
3484,5032.0439453125
3506,2203.073974609375
3515,6363.17431640625
3522,2926.260498046875
3523,1334.50634765625
3526,1242.489990234375
3532,1478.8236083984375
3534,1849.263916015625
3537,1224.249267578125
3539,1027.7117919921875
3542,4838.15234375
3545,1144.1142578125
3552,1574.29638671875
3554,1400.1220703125
3573,2000.470458984375
3576,1223.079345703125
3577,2796.56103515625
3580,1458.0245361328125
3583,1118.70068359375
3584,1556.816162109375
3609,1169.06787109375
3613,4867.173828125
3623,2011.221923828125
3624,3239.102783203125
3638,7988.36669921875
3642,2151.63037109375
3643,2299.58349609375
3647,1407.78662109375
3653,1760.403076171875
3654,3926.6025390625
3656,1598.0435791015625
3658,925.086181640625
3659,3826.479736328125
3663,6161.673828125
3664,2865.81494140625
3666,898.5224609375
3681,1376.5517578125
3689,2647.0732421875
3694,3044.353271484375
3695,1541.1517333984375
3699,1463.79736328125
3701,2081.892578125
3704,3798.41845703125
3721,1435.0107421875
3726,3389.291015625
3727,2440.109130859375
3729,2419.83544921875
3731,3827.8193359375
3738,1489.8770751953125
3740,2466.9248046875
3744,1899.3016357421875
3757,1146.076171875
3758,1056.8594970703125
3778,1661.4647216796875
3781,3537.261962890625
3790,6347.05322265625
3796,1277.252197265625
3798,7077.55712890625
3804,1150.8135986328125
3813,1111.271240234375
3814,1178.617919921875
3815,2624.685791015625
3818,2034.4910888671875
3823,2833.190185546875
3826,7080.74365234375
3831,1471.2877197265625
3834,3276.64990234375
3835,2631.364990234375
3849,2410.81640625
3850,2806.61376953125
3855,2256.5263671875
3864,2712.03515625
3867,1835.4617919921875
3871,1232.1837158203125
3879,1769.0535888671875
3880,2576.4111328125
3882,3994.8251953125
3884,8932.7861328125
3893,1715.9742431640625
3895,1765.3887939453125
3901,2606.4033203125
3903,1074.0115966796875
3913,1594.7308349609375
3921,1827.369873046875
3929,2392.695068359375
3947,973.4124145507812
3962,2005.0457763671875
3963,957.0374145507812
3966,1682.640625
3975,1646.8223876953125
3976,6361.94873046875
3977,2746.619384765625
3978,1202.06640625
3979,990.8091430664062
3983,1869.2896728515625
3985,907.3357543945312
3989,7942.544921875
3992,1940.5947265625
3995,2144.80322265625
4008,2233.854736328125
4013,1788.6976318359375
4029,2077.669921875
4035,2983.23876953125
4040,2144.97802734375
4048,914.0863037109375
4060,1937.96484375
4066,1151.3843994140625
4075,899.0316162109375
4079,2421.300048828125
4083,1169.87255859375
4091,1830.20751953125
4092,5839.39453125
4093,2844.05810546875
4098,3199.928466796875
4108,1359.664794921875
4109,931.9243774414062
4110,3285.76220703125
4116,2209.831787109375
4129,1645.2823486328125
4130,3922.68017578125
4140,1986.536865234375
4146,1823.5938720703125
4150,4055.034423828125
4151,7542.1796875
4153,1390.3800048828125
4169,6545.07763671875
4170,2055.10107421875
4179,1696.2332763671875
4183,4076.869140625
4188,3217.830810546875
4190,1451.7579345703125
4193,1711.731201171875
4201,8236.986328125
4205,1484.2109375
4210,2344.057861328125
4226,2048.080078125
4229,1936.076904296875
4241,2854.35888671875
4242,1317.4163818359375
4257,3980.35546875
4258,800.7064819335938
4260,2473.3251953125
4263,4924.61669921875
4267,886.5586547851562
4273,2123.531494140625
4274,1849.196044921875
4277,1198.779052734375
4281,1370.3509521484375
4283,4996.1943359375
4293,2569.173095703125
4294,1415.532958984375
4305,3562.734619140625
4307,2771.2373046875
4318,1657.7572021484375
4325,2366.7158203125
4327,4868.95654296875
4332,2693.97265625
4335,4127.56640625
4336,3775.96435546875
4337,809.4097290039062
4339,4606.64453125
4343,1380.500244140625
4346,941.6901245117188
4348,1641.137451171875
4350,3623.798828125
4358,2191.49853515625
4359,2489.116455078125
4363,1814.8272705078125
4366,4479.46533203125
4374,981.9530639648438
4375,2220.739501953125
4377,1129.652587890625
4393,3298.56884765625
4395,2486.3359375
4400,1067.621826171875
4402,7119.6923828125
4404,8324.8427734375
4415,2317.656982421875
4418,2067.54296875
4422,1424.6630859375
4430,1339.7901611328125
4432,1661.5067138671875
4433,1239.187255859375
4435,5178.39697265625
4438,1812.33056640625
4444,1659.7401123046875
4447,2020.3900146484375
4451,5165.494140625
4452,1849.950927734375
4457,1449.171875
4459,3779.671630859375
4469,1366.703125
4471,8752.419921875
4486,1121.3641357421875
4488,2421.203125
4510,1189.9578857421875
4515,1064.4595947265625
4527,4627.27734375
4530,1089.7034912109375
4534,908.0117797851562
4535,3597.6494140625
4536,1449.999267578125
4548,3046.16552734375
4549,1671.12890625
4551,6149.6630859375
4556,2676.279296875
4559,824.2345581054688
4564,1442.902099609375
4570,3635.838623046875
4575,7490.912109375
4584,3250.968017578125
4585,2718.887451171875
4591,1947.012451171875
4592,2505.95947265625
4593,1767.8603515625
4594,1277.572509765625
4598,1341.1202392578125
4607,2373.337158203125
4608,1087.90087890625
4620,2005.6988525390625
4621,3373.05859375
4625,3111.484619140625
4635,3061.8173828125
4638,4873.783203125
4652,2520.966064453125
4657,2170.509765625
4658,1610.659423828125
4666,6158.06689453125
4672,1336.03759765625
4676,2860.666259765625
4680,1176.9925537109375
4681,5724.87744140625
4683,2871.339599609375
4684,1297.4990234375
4689,2722.501708984375
4690,2863.844970703125
4692,1947.2547607421875
4697,1883.3111572265625
4700,1647.901611328125
4705,14125.3056640625
4721,1886.240966796875
4726,1751.5902099609375
4729,1056.2589111328125
4731,4768.34814453125
4736,2263.70947265625
4739,1805.3863525390625
4740,1698.535888671875
4753,1159.0025634765625
4754,2474.30419921875
4755,4128.06640625
4756,1136.3756103515625
4759,1741.9300537109375
4764,1297.560791015625
4771,2708.76025390625
4772,1926.8265380859375
4776,914.7940063476562
4780,2519.284912109375
4784,1608.10009765625
4786,1299.90234375
4787,3180.605712890625
4789,1101.0921630859375
4794,1880.3580322265625
4800,1977.39990234375
4807,2481.045654296875
4813,8362.6953125
4818,1973.1171875
4823,10673.296875
4824,1837.411865234375
4829,2352.1103515625
4830,1032.5216064453125
4835,2417.811279296875
4844,1655.1207275390625
4845,1912.39990234375
4846,2438.28759765625
4847,935.126708984375
4854,2331.71142578125
4857,3216.7109375
4861,966.8237915039062
4863,1419.3382568359375
4866,2778.80615234375
4869,3808.4443359375
4871,1405.4263916015625
4872,2130.020751953125
4875,2256.238037109375
4877,7879.49560546875
4878,1008.1118774414062
4885,1681.7021484375
4886,1394.6322021484375
4888,3641.97412109375
4890,1301.354248046875
4896,1176.9808349609375
4899,2199.34375
4913,718.8563232421875
4916,1950.64306640625
4920,3667.87890625
4925,2768.892822265625
4934,2152.783935546875
4941,2638.122802734375
4946,1498.8397216796875
4954,2704.173583984375
4956,1278.181884765625
4958,4181.45751953125
4965,1283.5413818359375
4966,1222.2340087890625
4970,2671.429443359375
4977,2105.64306640625
4980,2302.376953125
4984,1805.38037109375
4995,1101.116943359375
4997,2494.3193359375
4999,2015.2548828125
5005,3279.58251953125
5011,1774.998779296875
5015,2408.385009765625
5016,2504.06396484375
5019,2256.422119140625
5024,2044.009765625
5030,1980.4658203125
5031,1690.3648681640625
5034,2000.037353515625
5047,9801.4697265625
5048,2092.33642578125
5052,1385.8406982421875
5061,1969.9481201171875
5062,11860.310546875
5067,3178.756103515625
5068,3895.681396484375
5077,1156.814453125
5079,1841.9366455078125
5090,3091.265869140625
5094,2053.08447265625
5103,2086.718017578125
5104,998.2473754882812
5106,2050.8681640625
5107,2143.787841796875
5110,1199.220458984375
5114,1758.316650390625
5116,4523.583984375
5121,6090.67822265625
5122,2407.47119140625
5124,1097.525146484375
5132,3572.7275390625
5133,1831.6934814453125
5138,2068.71533203125
5143,2262.330322265625
5153,1590.27490234375
5154,1814.2882080078125
5155,1027.670654296875
5160,1701.9783935546875
5169,3963.89599609375
5172,3311.2958984375
5173,2887.28369140625
5179,985.7286376953125
5182,3099.200439453125
5187,1062.3055419921875
5192,3189.320068359375
5211,1466.2193603515625
5213,3328.6591796875
5219,990.1318359375
5225,2526.0283203125
5226,1163.7156982421875
5227,4997.73388671875
5228,1594.84716796875
5239,3329.8974609375
5241,1428.6788330078125
5244,2062.000732421875
5248,3709.034423828125
5260,1322.4117431640625
5266,1130.1925048828125
5273,1897.427001953125
5280,7855.26123046875
5298,3408.61669921875
5300,1136.81787109375
5306,3179.059326171875
5307,1323.9417724609375
5311,5163.5732421875
5316,1213.053955078125
5323,882.9376831054688
5332,1627.174560546875
5336,1526.7613525390625
5338,1175.5909423828125
5342,2293.977294921875
5347,1249.9339599609375
5355,3669.866455078125
5357,1867.8897705078125
5362,1351.6439208984375
5363,1169.65771484375
5364,1010.0422973632812
5366,1890.175537109375
5374,5324.91748046875
5375,859.716552734375
5379,2766.192626953125
5380,1815.09033203125
5383,909.2774047851562
5385,1381.6053466796875
5390,1868.8074951171875
5393,3939.813720703125
5398,1875.49658203125
5411,2643.942138671875
5414,857.8005981445312
5429,1436.234619140625
5432,9525.9921875
5436,1248.969970703125
5437,4111.2470703125
5439,1111.835205078125
5440,2793.95263671875
5449,1592.1717529296875
5458,1280.5794677734375
5460,1003.9810180664062
5462,1364.75927734375
5463,2132.507568359375
5465,2300.2578125
5467,3169.75927734375
5475,2933.89453125
5483,1904.28564453125
5485,1338.77734375
5489,1687.0352783203125
5493,2728.3525390625
5497,882.4414672851562
5501,1412.6436767578125
5506,1313.5955810546875
5507,1444.2869873046875
5510,2663.801025390625
5524,4573.8828125
5531,1258.1849365234375
5542,3586.1396484375
5543,1769.239990234375
5544,3703.474609375
5552,1557.889892578125
5560,2281.126708984375
5563,3742.554931640625
5573,2363.6728515625
5579,1090.0220947265625
5584,2472.676513671875
5585,9235.0927734375
5594,1494.445068359375
5595,1842.1351318359375
5597,1805.712646484375
5598,1387.2587890625
5604,1451.813232421875
5606,1454.5767822265625
5610,990.0506591796875
5615,4523.76953125
5631,1373.3529052734375
5637,1307.669189453125
5646,1539.9154052734375
5656,2990.262939453125
5658,10753.61328125
5666,1491.4757080078125
5668,2301.5634765625
5673,1318.7337646484375
5680,1298.16552734375
5691,2255.8583984375
5692,7935.31494140625
5693,2153.2275390625
5697,2791.961669921875
5698,1716.812255859375
5700,1831.9056396484375
5704,1800.049072265625
5705,1835.62890625
5707,1193.9033203125
5710,957.6267700195312
5716,994.367431640625
5720,1384.1717529296875
5722,2418.229736328125
5727,1839.1080322265625
5733,1328.9505615234375
5737,2350.397216796875
5742,4054.61669921875
5747,1028.196533203125
5760,2393.52587890625
5774,1713.07275390625
5788,5184.42578125
5796,1914.2391357421875
5797,1412.644287109375
5800,2507.756103515625
5812,1451.1329345703125
5814,1326.634521484375
5818,1213.7783203125
5819,3271.56982421875
5823,3844.190185546875
5826,2513.514404296875
5830,1487.861572265625
5831,1514.0914306640625
5846,2476.71826171875
5864,1938.83544921875
5869,752.828857421875
5870,3820.361328125
5879,1517.087646484375
5883,8013.43994140625
5886,1390.197021484375
5889,4334.36572265625
5904,2236.20263671875
5905,1046.90771484375
5910,2629.62890625
5911,1826.0694580078125
5914,1650.6195068359375
5915,1575.8074951171875
5920,1195.398681640625
5925,1943.0892333984375
5926,1455.6466064453125
5934,2541.828857421875
5939,2864.780517578125
5941,998.9415893554688
5943,999.9075927734375
5949,3429.772705078125
5961,1807.683837890625
5965,3867.975830078125
5966,2479.454833984375
5969,796.667236328125
5970,2203.406982421875
5978,2878.446044921875
5979,2613.177978515625
5983,1559.39794921875
5985,5790.4384765625
5989,1167.58984375
5997,1422.1646728515625
6004,2011.7293701171875
6010,3909.403564453125
6013,1551.386474609375
6019,1616.5362548828125
6020,1348.7100830078125
6032,1182.1041259765625
6036,4352.04345703125
6037,5039.6171875
6039,1680.982177734375
6050,1885.010009765625
6051,1541.4361572265625
6053,4054.44287109375
6057,1715.4564208984375
6059,1264.8348388671875
